Clear Current Capital,Venture Fund,"Pre-SeedSeed,Series A","www.ClearCurrentCapital.co
m","AgTech, FarmTech, RestaurantTech, Impact Investing, Healthcare, Manufacturing"
Clear Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.clear.ventures,"Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, Enterprise, Professional Services, Advanced Materials, Big Data, Analytics, E-Commerce, RetailTech, Information Technology, Infrastructure, Software"
ClearSky,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.clear-sky.com,"CloudTech, Cybersecurity, SaaS, ClimateTech, CleanTech, Energy, Oil & Gas, FinTech, SpaceTech, Artificial Intelligence, Machine Learning, AI, ML, Transportation, Robotics, Big Data, Analytics, Enterprise, Information Technology, Software, Computer, Risk Management, Infrastructure"
Clearstone Venture Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.clearstone.com,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
ClearVision Equity Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.clearvisionequity.com,"E-Sports, Gaming, Sports"
Cleo Capital,Venture Fund,Pre-Seed,www.cleocap.com,"Creator Economy, Consumer, FinTech, InsurTech, PropTech, Healthcare, Enterprise"
Cleveland Avenue,Accelerator,"Pre-SeedSeed,Series A",www.clevelandavenue.com,"Artificial Intelligence, Machine Learning, AI, ML, RetailTech, Robotics, Software, Food and Beverage, Delivery, Hospitality, Productivity, RestaurantTech, Consumer, Service Industry"
"Clocktower Technology
Ventures",Venture Fund,"SeedSeries A,Series B","http://www.clocktowerventur
es.com","FinTech, InsurTech, PropTech"
Closed Loop Partners,Venture Fund,"Pre-SeedSeed,Series A","www.closedlooppartners.co
m","AgTech, FarmTech, ClimateTech, CleanTech, RestaurantTech, Impact Investing, Infrastructure, Healthcare, Telecommunications, TMT"
Cloud Apps Capital Partners,Venture Fund,"Pre-SeedSeed,Series A",www.cloudappscapital.com,"Construction, Tech, Information Technology, PropTech, SaaS, CRM, Enterprise, Productivity, Software, CloudTech, Developer Tools, Mobile"
Clover Vitality,Venture Fund,"Series BSeries C,Series D","https://www.clovervitality.co
m/","RestaurantTech, Healthcare"
CM Ventures,Venture Fund,"SeedSeries A,Series B",https://cmventures.com/,"HR Tech, FinTech, Software"
CME Ventures,Corporate VC,"SeedSeries A,Series BSeries C,Series D",https://www.cmegroup.com/cme-ventures.html,"FinTech, Information Technology"
CMFG Ventures,Corporate VC,"Pre-SeedSeed,Series A",www.cmfgventures.com,"FinTech, InsurTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Coatue,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series DSeries C",www.coatue.com,"FinTech, SaaS, Cryptocurrency, Blockchain, Advertising, AdTech, Big Data, Analytics, PropTech, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, Developer Tools, AgTech, FarmTech, AudioTech, B2C, Beauty, B2B, Bio, Tech, Black, African, American, Founded, Cannabis, ClimateTech, CleanTech, Productivity, CloudTech, Cloud, Security, Construction, Infrastructure, Consumer, Creator Economy, CRM, Hardware, Cybersecurity, Wearables, Quantified Self, Customer Service, D2C, DeepTech, Healthcare, Entertainment, Media, E-Commerce, EdTech, HR Tech, Energy, Enterprise, E-Sports, Gaming, Events, FemTech, Food and Beverage, RestaurantTech, Future of Work, GovTech, Impact Investing, Information Technology, InsurTech, IoT, Internet of Things, Telecommunications, TMT, Mobile, Legal Tech, Life Science, Marketing, MarTech, Logistics, Marketplace, Meeting Software, Micro-Mobility, Network Security, Neuroscience, Oil & Gas, Travel, PaaS, PetTech, Pharmaceuticals, Recruiting, RetailTech, Robotics, Sales, Ridesharing, Sharing Economy, Social Media, Sports, Supply Chain, Sustainability, Women-Founded, Transportation, SpaceTech, Software"
Cobalt Capital,Venture Fund,"Series BSeries C,Series D",www.cobalt.la,"Software, Mobile, SaaS, Consumer, FinTech"
CoCoon Ignite Ventures,Venture Fund,"SeedSeries A,Series B",http://www.cocoonignite.vc,"BioTech, Healthcare, Pharmaceuticals"
Coelius Capital,Venture Fund,"SeedSeries A,Series BSeries C",https://coelius.vc/,"SaaS, Telecommunications, TMT"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
CoFound Partners,Venture Fund,"Pre-SeedSeed,Series A",www.cofoundpartners.com,"CloudTech, Cybersecurity, Information Technology, SaaS, Healthcare, FinTech, Advertising, AdTech, Computer, E-Commerce, RetailTech, Software"
Cofounders Capital,Venture Fund,"Pre-SeedSeed,Series A",www.cofounderscapital.com,"Virtual Reality, AR/VR, Healthcare, E-Commerce, EdTech, FinTech, HR Tech, InsurTech, Manufacturing, Mobile, SaaS"
Coinbase Ventures,Corporate VC,"SeedSeries A,Series B","https://ventures.coinbase.co
m","FinTech, Cryptocurrency, Blockchain, Information Technology, E-Sports, Gaming, BioTech, Cybersecurity, Software, Virtual Reality, AR/VR, Developer Tools, Productivity, PropTech, Professional Services, Big Data, Analytics, Enterprise, Infrastructure, Energy, Oil & Gas"
Coinfund,Venture Fund,Series ASeed,http://coinfund.io,"Cryptocurrency, Blockchain, FinTech"
Collab Capital,Venture Fund,Seed,https://collab.capital/,"Big Data, Analytics, Elder Care, Healthcare"
Collab+Currency,Venture Fund,Seed,"https://www.collabcurrency.c
om/","Cryptocurrency, Blockchain, FinTech"
Collaborative Fund,Venture Fund,Seed,"http://www.collaborativefun
d.com","Fin, Tech"
Color Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.color.capital,"Software, Mobile, SaaS, Consumer, FinTech"
Columbia Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.colcap.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Logistics, Productivity, Risk Management, Supply Chain, Tech, Cybersecurity, Information Technology, CloudTech, Healthcare, SaaS, Software, FinTech, Enterprise"
Columbia Pacific Advisors,Venture Fund,Series ASeries B,http://columbiapacific.com/,"Healthcare, Health & Wellness"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Comeback Capital,Venture Fund,Pre-SeedSeed,https://www.comeback.vc/,"Manufacturing, AgTech, FarmTech, Artificial Intelligence, Machine Learning, AI, ML, FinTech, Big Data, Analytics, ClimateTech, CleanTech, CloudTech, Construction, Tech, Cybersecurity, Healthcare, EdTech, HR Tech, InsurTech, IoT, Internet of Things, Legal Tech, Mobile, Micro-Mobility, Robotics, SaaS, Supply Chain"
Comet Labs,Venture Fund,"Pre-SeedSeed,Series A",www.cometlabs.io,"Software, Mobile, SaaS, Consumer, FinTech"
Commerce Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.commerce.vc,"FinTech, Cryptocurrency, Blockchain, SaaS, Software, E-Commerce, Fashion, RetailTech, Consumer, Big Data, Analytics, Developer Tools, Enterprise, Hospitality, Artificial Intelligence, Machine Learning, AI, ML, Computer, Information Technology, Advertising, AdTech, CloudTech, EdTech, IoT, Internet of Things, Mobile, Healthcare, Customer Service, CRM, Marketing, MarTech, Robotics, Logistics, Supply Chain, Tech, B2B, InsurTech"
CommerzVentures,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.commerzventure
s.com","Developer Tools, Enterprise, Information Technology, CloudTech, Software"
Commodore Capital,Venture Fund,"SeedSeries A,Series B","https://www.commodorecapi
tal.com/",Healthcare
"Commonwealth Capital
Ventures",Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.commonwealthvc.com,"Big Data, Analytics, Software, Enterprise, Mobile, SaaS, Entertainment, Media, E-Commerce, Marketplace"
"Communitas Asset
Management",Venture Fund,"Series CSeries A,Seed","http://communitascapital.co
m","HR Tech, Marketplace, Entertainment, Media, Software, E-Commerce, RetailTech"
Communitas Capital,Venture Fund,Seed,www.communitascapital.com,"FinTech, SaaS, Enterprise, B2B, Telecommunications, TMT"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Company Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.company.co,"Customer Service, Hospitality, Travel, Healthcare, Marketplace, HR Tech, Marketing, MarTech, Logistics, SaaS, Software, Health & Wellness, Telecommunications, TMT, Meeting Software, Developer Tools, Information Technology, FinTech, Consumer, Food and Beverage"
Companyon Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.companyon.vc,"Enterprise, SaaS, Software"
Compass Technology Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.compasstechpartners.c
om","Software, Mobile, SaaS, Consumer, FinTech"
Compound,Venture Fund,Seed,www.compound.vc,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, ClimateTech, CleanTech, Cryptocurrency, Blockchain, Healthcare, E-Commerce, FinTech, Infrastructure, InsurTech, IoT, Internet of Things, Life Science, Manufacturing, Marketing, MarTech, Mobile, Oil & Gas, Robotics, SaaS, Telecommunications, TMT"
Conconi Growth Partners,Venture Fund,Series A,http://www.conconi.ca/,"FinTech, Food and Beverage, ClimateTech, CleanTech"
Concord Health Partners,Venture Fund,Series ASeries B,https://concordhp.com/,"Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, Healthcare, Telecommunications, TMT"
Concrete Rose Capital,Venture Fund,"Pre-SeedSeed,Series A","www.concreterosecapital.co
m","FinTech, B2B, Community, HR Tech, Entertainment, Media, Big Data, Analytics, Software, Artificial Intelligence, Machine Learning, AI, ML, InsurTech, EdTech, Virtual Reality, AR/VR, Elder Care, Healthcare"
Congruent Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.congruentvc.com,"E-Commerce, Fashion, Logistics, Software, FinTech, Developer Tools, Robotics, Energy, ClimateTech, CleanTech, AgTech, FarmTech, Artificial Intelligence, Machine Learning, AI, ML, Industrials, IoT, Internet of Things, Big Data, Analytics, Transportation, Food and Beverage, Enterprise, Information Technology, Paa, Platforms"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Connect Ventures,Venture Fund,Seed,"http://www.connectventures.
co/","Advertising, AdTech, Entertainment, Media"
Connectivity Ventures Fund,Venture Fund,"Pre-SeedSeed,Series A",www.connectivity.vc,"BioTech, Healthcare, Information Technology, InsurTech, Software, FinTech, Artificial Intelligence, Machine Learning, AI, ML"
Connetic Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.conneticventures.com,"Mobile, Entertainment, Media, Software"
Conscience VC,Venture Fund,"SeedSeries A,Series B",https://conscience.vc/,"Hardware, E-Sports, Gaming, AgTech, FarmTech, BioTech, Food and Beverage, ClimateTech, CleanTech"
Conscious Venture Lab,Accelerator,"SeedSeries A,Series B","http://www.consciousventur
elab.com","Manufacturing, Big Data, Analytics, ClimateTech, CleanTech, Cybersecurity, Healthcare, Infrastructure, IoT, Internet of Things, Mobile"
ConsenSys,Venture Fund,SeedSeries A,http://www.consensys.net,"Cryptocurrency, Blockchain, FinTech, Information Technology, InsurTech, Software, Community, E-Sports, Gaming"
Construct Capital,Venture Fund,"SeedSeries A,Series B","https://www.constructcap.co
m/","E-Commerce, Delivery, Food and Beverage, Artificial Intelligence, Machine Learning, AI, ML, RestaurantTech, Robotics, Software, Big Data, Analytics, CloudTech, CRM, Information Technology, SaaS"
Consumer Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://consumer.vc/,"AgTech, FarmTech, Beauty, E-Commerce, RestaurantTech, Manufacturing, PetTech"
Continue Capital,Venture Fund,"Pre-SeedSeed,Series A",www.continue.capital,"Software, Mobile, SaaS, Consumer, FinTech"
Contour Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",www.contourventures.com,"Food and Beverage, Delivery, RestaurantTech, SaaS, Marketing, MarTech, FinTech, Consumer, Big Data, Analytics, ClimateTech, CleanTech, Advertising, AdTech, Enterprise, Information Technology, RetailTech, Software, HR Tech, Artificial Intelligence, Machine Learning, AI, ML, CRM, Sports, Developer Tools, Market Research, Events, Network Security, InsurTech, Risk Management, Entertainment, Media, Creator Economy"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Contrary,Venture Fund,"Pre-SeedSeed,Series A",www.contrary.com,"FinTech, ClimateTech, CleanTech, Transportation, Developer Tools, Software, Information Technology, SaaS, EdTech, Marketplace, Healthcare, Health & Wellness, Construction, Tech, Artificial Intelligence, Machine Learning, AI, ML, HR Tech, Professional Services, Telecommunications, TMT"
Converge,Venture Fund,"Pre-SeedSeed,Series A",www.converge.vc,"Mobile, SaaS, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Robotics, Customer Service, Software, Hardware, Manufacturing, Big Data, Analytics, Marketing, MarTech, Sales, FinTech, Developer Tools, Cryptocurrency, Blockchain, Cybersecurity, Industrials, Transportation"
Conversion Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.conversioncapital.com,"Healthcare, Developer Tools, Information Technology, FinTech, Software, PropTech, Advertising, AdTech, Artificial Intelligence, Machine Learning, AI, ML, Marketing, MarTech, E-Commerce"
Corazon Capital,Venture Fund,"SeedSeries A,Series BSeries C",http://www.corazon.com/,"Travel, Beauty, Events, Developer Tools, Software, Telecommunications, TMT, Hardware, Manufacturing, Delivery, Hospitality, Marketplace, RestaurantTech, E-Commerce, Consumer, Healthcare, EdTech, Professional Services, Fashion, RetailTech, Information Technology, Enterprise, SaaS, Community, Creator Economy, Entertainment, Media, Marketing, MarTech, Mobile, HR Tech"
Core Innovation Capital,Venture Fund,"Pre-SeedSeed,Series A",www.corevc.com,"FinTech, Telecommunications, TMT"
Core Ventures Group,Venture Fund,"Pre-SeedSeed,Series A","www.coreventuresgroup.co
m","Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, B2B, Developer Tools, Information Technology, Mobile, Software, Advertising, AdTech, Marketing, MarTech, Big Data, Analytics"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Corner Capital Management,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.cornercapitalmg
mt.com/","Energy, RetailTech, B2B"
Corner Ventures,Venture Fund,"Series BSeries C,Series D",www.cornerventures.com,"E-Commerce, Logistics, RetailTech, Robotics, Supply Chain, Tech, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Computer, HR Tech, SaaS, Software"
Cornerstone Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",www.cornerstonevp.com,"CRM, E-Commerce, Information Technology, SaaS, Sales, Software"
Correlation Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.correlationvc.com,"Manufacturing, Advertising, AdTech, Big Data, Analytics, ClimateTech, CleanTech, Cybersecurity, E-Commerce, EdTech, FinTech, Healthcare, Infrastructure, IoT, Internet of Things, Life Science, Marketing, MarTech, Mobile, Robotics, SaaS, Wearables, Quantified Self"
Corsa Ventures,Venture Fund,"SeedSeries A,Series B","http://www.corsaventures.co
m","Mobile, Delivery, Logistics, RestaurantTech"
Corsair Capital,Venture Fund,"Series BSeries C,Series D",www.corsair-capital.com,"Software, Mobile, SaaS, Consumer, FinTech"
Cortado Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.cortado.ventures,"Software, Mobile, SaaS, Consumer, FinTech"
COSIMO Ventures,Venture Fund,"SeedSeries A,Series B",http://cosimoventures.com,"Artificial Intelligence, Machine Learning, AI, ML, FinTech, Cryptocurrency, Blockchain"
Costanoa Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.costanoavc.com,"CloudTech, Cybersecurity, SaaS, Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, Information Technology, Developer Tools, Software, Healthcare, EdTech, CRM, Computer, Hardware, Transportation, Simulation, Cryptocurrency, Blockchain, E-Commerce, FinTech, Marketing, MarTech, RetailTech"
Cota Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.cotacapital.com,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, FinTech, Healthcare, Infrastructure, IoT, Internet of Things, SaaS, Telecommunications, TMT"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Counterpart Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://counterpart.vc,"Big Data, Analytics, Marketing, MarTech, Sales, Enterprise, Information Technology, Risk Management, SaaS, Software"
Counterview Capital,Venture Fund,"Pre-SeedSeed,Series A",www.counterview.vc,"EdTech, Enterprise, SaaS, Entertainment, Media"
Courtside Ventures,Venture Fund,"SeedSeries A,Series B",http://www.courtsidevc.com/,"Entertainment, Media, Sports, Robotics, Virtual Reality, AR/VR, Consumer, Cryptocurrency, Blockchain, E-Commerce, Creator Economy, FinTech, Health & Wellness, Healthcare, Software, B2B, B2C"
CourtsideVC,Venture Fund,"Pre-SeedSeed,Series A",www.courtsidevc.com,"Advertising, AdTech, E-Sports, Gaming, Healthcare, SaaS, Telecommunications, TMT"
